imdb_id,title,rating,link,votes,genre,cast,runtime,type,netflix,plot,keywords,year,poster,youtube
tt1872181,The Amazing Spider-Man 2,6.6,https://www.imdb.com/title/tt1872181/,407126,"Action, Adventure, Sci-Fi","['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Paul Giamatti']",142,Movie,None,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.","returning character killed off, secret identity, aunt niece relationship, times square, death of girlfriend",2014,https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@.jpg,None
tt0407304,War of the Worlds,6.5,https://www.imdb.com/title/tt0407304/,406455,"Adventure, Sci-Fi, Thriller","['Tom Cruise', 'Dakota Fanning', 'Tim Robbins', 'Miranda Otto']",116,Movie,None,"As Earth is invaded by alien tripod fighting machines, one family fights for survival in this sci-fi action film.","alien, survival, spongebob squarepants character, pregnant character played by pregnant actress, reference to spongebob squarepants",2019,https://m.media-amazon.com/images/M/MV5BNzAwYTVkYzEtMzUyZC00ZWUyLWExYjYtYzM4MDQxYzQ5NTZiXkEyXkFqcGdeQXVyMDA4NzMyOA@@.jpg,None
tt1790864,The Maze Runner,6.8,https://www.imdb.com/title/tt1790864/,406330,"Action, Mystery, Sci-Fi","[""Dylan O'Brien"", 'Kaya Scodelario', 'Will Poulter', 'Thomas Brodie-Sangster']",113,Movie,None,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.","teenage boy, based on novel, maze, open ended, concrete wall",2014,https://m.media-amazon.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@.jpg,None
tt0319262,The Day After Tomorrow,6.4,https://www.imdb.com/title/tt0319262/,406140,"Action, Adventure, Sci-Fi","['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum', 'Dash Mihok']",124,Movie,None,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.","global warming, end of the world, climate crisis, climate, weather",2004,https://m.media-amazon.com/images/M/MV5BMTY4YWMzMTMtZjUyOS00OGY1LTljMGUtOWU5ZjYzMjc2ZTMwXkEyXkFqcGdeQXVyMTYzMDM0NTU@.jpg,None
tt2103281,Dawn of the Planet of the Apes,7.6,https://www.imdb.com/title/tt2103281/,404756,"Action, Adventure, Drama","['Gary Oldman', 'Keri Russell', 'Andy Serkis', 'Kodi Smit-McPhee']",130,Movie,None,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,"post apocalypse, sequel, ape, leader, dam",2014,https://m.media-amazon.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@.jpg,None
tt0475784,Westworld,8.7,https://www.imdb.com/title/tt0475784/,404534,"Drama, Mystery, Sci-Fi","['Evan Rachel Wood', 'Jeffrey Wright', 'Ed Harris', 'Thandie Newton']",62,Movie,None,"Set at the intersection of the near future and the reimagined past, explore a world in which every human appetite can be indulged without consequence.","artificial intelligence, robot, based on film, android, moral dilemma",2016,https://m.media-amazon.com/images/M/MV5BMTRmYzNmOTctZjMwOS00ODZlLWJiZGQtNDg5NDY5NjE3MTczXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg,None
tt1951265,The Hunger Games: Mockingjay - Part 1,6.6,https://www.imdb.com/title/tt1951265/,401545,"Action, Adventure, Sci-Fi","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson']",123,Movie,None,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.","uprising, based on young adult novel, rebellion, symbol, manipulation",2014,https://m.media-amazon.com/images/M/MV5BMTcxNDI2NDAzNl5BMl5BanBnXkFtZTgwODM3MTc2MjE@.jpg,None
tt2193021,Arrow,7.6,https://www.imdb.com/title/tt2193021/,400407,"Action, Adventure, Crime","['Stephen Amell', 'Katie Cassidy', 'David Ramsey', 'Susanna Thompson']",42,Series,https://www.netflix.com/browse?jbv=70242081,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","superhero, based on comic book, archer, dc comics, crime fighter",2012,https://m.media-amazon.com/images/M/MV5BMTI0NTMwMDgtYTMzZC00YmJhLTg4NzMtMTc1NjI4MWY4NmQ4XkEyXkFqcGdeQXVyNTY3MTYzOTA@.jpg,None
tt2245084,Big Hero 6,7.8,https://www.imdb.com/title/tt2245084/,397807,"Animation, Action, Adventure","['Ryan Potter', 'Scott Adsit', 'Jamie Chung', 'T.J. Miller']",102,Movie,None,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.","robot, martial arts, superhero, san francisco california, friendship",2014,https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@.jpg,None
tt0099088,Back to the Future Part III,7.4,https://www.imdb.com/title/tt0099088/,389192,"Adventure, Comedy, Sci-Fi","['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Thomas F. Wilson']",118,Movie,None,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.","year 1955, year 1885, woman, purple dress, girl next door",1990,https://m.media-amazon.com/images/M/MV5BYjhlMGYxNmMtOWFmMi00Y2M2LWE5NWYtZTdlMDRlMGEzMDA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,None
tt0120591,Armageddon,6.7,https://www.imdb.com/title/tt0120591/,387748,"Action, Adventure, Sci-Fi","['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck', 'Liv Tyler']",151,Movie,None,"After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.","cranberry, asteroid, astronaut, outer space, bomb",1998,https://m.media-amazon.com/images/M/MV5BMGM0NzE2YjgtZGQ4YS00MmY3LTg4ZDMtYjUwNTNiNTJhNTQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,None
tt6644200,A Quiet Place,7.5,https://www.imdb.com/title/tt6644200/,385144,"Drama, Horror, Sci-Fi","['Emily Blunt', 'John Krasinski', 'Millicent Simmonds', 'Noah Jupe']",90,Movie,https://www.netflix.com/browse?jbv=80213226,"In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.","survival, sign language, deafness, silence, post apocalypse",2018,https://m.media-amazon.com/images/M/MV5BMjI0MDMzNTQ0M15BMl5BanBnXkFtZTgwMTM5NzM3NDM@.jpg,None
tt3385516,X-Men: Apocalypse,6.9,https://www.imdb.com/title/tt3385516/,381619,"Action, Adventure, Sci-Fi","['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult']",144,Movie,None,"In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.","mutant, x men, superhero team, superhero, based on comic book",2016,https://m.media-amazon.com/images/M/MV5BMjU1ODM1MzYxN15BMl5BanBnXkFtZTgwOTA4NDE2ODE@.jpg,None
tt1399103,Transformers: Dark of the Moon,6.2,https://www.imdb.com/title/tt1399103/,378391,"Action, Adventure, Sci-Fi","['Shia LaBeouf', 'Rosie Huntington-Whiteley', 'Tyrese Gibson', 'Josh Duhamel']",154,Movie,None,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.","year 1969, job interview, chicago illinois, optimus prime character, robert f. kennedy character",2011,https://m.media-amazon.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@.jpg,None
tt0217869,Unbreakable,7.3,https://www.imdb.com/title/tt0217869/,377712,"Drama, Mystery, Sci-Fi","['Bruce Willis', 'Samuel L. Jackson', 'Robin Wright', 'Spencer Treat Clark']",106,Movie,None,A man learns something extraordinary about himself after a devastating accident.,"supernatural power, train station, train crash, superhero, comic book art",2000,https://m.media-amazon.com/images/M/MV5BMDIwMjAxNzktNmEzYS00ZDY5LWEyZjktM2Y0MmUzZDkyYmZkXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,None
tt1055369,Transformers: Revenge of the Fallen,6,https://www.imdb.com/title/tt1055369/,377606,"Action, Adventure, Sci-Fi","['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Tyrese Gibson']",149,Movie,None,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.","optimus prime character, megatron character, toaster, ratchet character, man wearing a thong",2009,https://m.media-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@.jpg,None
tt0181852,Terminator 3: Rise of the Machines,6.3,https://www.imdb.com/title/tt0181852/,369777,"Action, Sci-Fi","['Arnold Schwarzenegger', 'Nick Stahl', 'Kristanna Loken', 'Claire Danes']",109,Movie,None,A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.,"skynet, humanoid cyborg, exploding truck, time travel, female rear nudity",2003,https://m.media-amazon.com/images/M/MV5BMTk5NzM1ODgyN15BMl5BanBnXkFtZTcwMzA5MjAzMw@@.jpg,None
tt0831387,Godzilla,6.4,https://www.imdb.com/title/tt0831387/,368131,"Action, Adventure, Sci-Fi","['Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Bryan Cranston', 'Ken Watanabe']",123,Movie,None,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.","radiation, atomic breath, halo parachute jump, u.s. navy, destruction of city",2014,https://m.media-amazon.com/images/M/MV5BN2E4ZDgxN2YtZjExMS00MWE5LTg3NjQtNTkxMzJhOTA3MDQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,None
tt0119567,The Lost World: Jurassic Park,6.6,https://www.imdb.com/title/tt0119567/,367421,"Action, Adventure, Sci-Fi","['Jeff Goldblum', 'Julianne Moore', 'Pete Postlethwaite', 'Vince Vaughn']",129,Movie,None,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.","dinosaur, costa rica, dogs death, blockbuster video, night time",1997,https://m.media-amazon.com/images/M/MV5BMDFlMmM4Y2QtNDg1ZS00MWVlLTlmODgtZDdhYjY5YjdhN2M0XkEyXkFqcGdeQXVyNTI4MjkwNjA@.jpg,None
tt0289043,28 Days Later...,7.6,https://www.imdb.com/title/tt0289043/,367177,"Drama, Horror, Sci-Fi","['Cillian Murphy', 'Naomie Harris', 'Christopher Eccleston', 'Alex Palmer']",113,Movie,None,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.","virus, military, london england, zombie apocalypse, laboratory",2002,https://m.media-amazon.com/images/M/MV5BYTFkM2ViMmQtZmI5NS00MjQ2LWEyN2EtMTI1ZmNlZDU3MTZjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,None
tt0974015,Justice League,6.4,https://www.imdb.com/title/tt0974015/,366795,"Action, Adventure, Fantasy","['Ben Affleck', 'Gal Gadot', 'Jason Momoa', 'Ezra Miller']",120,Movie,None,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.","justice league, superhero team, superhero, comicbook movie, ensemble cast",2017,https://m.media-amazon.com/images/M/MV5BYWVhZjZkYTItOGIwYS00NmRkLWJlYjctMWM0ZjFmMDU4ZjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,None
tt1060277,Cloverfield,7,https://www.imdb.com/title/tt1060277/,365743,"Action, Adventure, Horror","['Mike Vogel', 'Jessica Lucas', 'Lizzy Caplan', 'T.J. Miller']",85,Movie,None,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,"found footage, night vision, gigantic monster, alien, party",2008,https://m.media-amazon.com/images/M/MV5BZDNhNDJlNDktZDI4OC00OTE3LWI2M2UtOThkNTFkNjBjYzRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,None
tt0093773,Predator,7.8,https://www.imdb.com/title/tt0093773/,362234,"Action, Adventure, Sci-Fi","['Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall', 'Elpidia Carrillo']",107,Movie,None,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,"jungle, commando mission, survival, guerrilla base, hunting people",1987,https://m.media-amazon.com/images/M/MV5BY2QwYmFmZTEtNzY2Mi00ZWMyLWEwY2YtMGIyNGZjMWExOWEyXkEyXkFqcGdeQXVyNjUwNzk3NDc@.jpg,None
tt1637688,In Time,6.7,https://www.imdb.com/title/tt1637688/,361312,"Action, Sci-Fi, Thriller","['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy', 'Olivia Wilde']",109,Movie,None,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.","dystopia, immortality, class differences, social commentary, currency",2011,https://m.media-amazon.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@.jpg,None
tt1690953,Despicable Me 2,7.3,https://www.imdb.com/title/tt1690953/,361224,"Animation, Adventure, Comedy","['Steve Carell', 'Kristen Wiig', 'Benjamin Bratt', 'Miranda Cosgrove']",98,Movie,None,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","minion, woman agent, 2010s, 21st century, overprotective father",2013,https://m.media-amazon.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@.jpg,None
tt0083866,E.T. the Extra-Terrestrial,7.8,https://www.imdb.com/title/tt0083866/,359479,"Family,Sci-Fi","['Henry Thomas', 'Drew Barrymore', 'Peter Coyote', 'Dee Wallace']",115,Movie,None,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,"friendly alien, empathy, extraterrestrial, bicycle, alien",1982,https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,None
tt0084787,The Thing,8.1,https://www.imdb.com/title/tt0084787/,356433,"Horror, Mystery, Sci-Fi","['Kurt Russell', 'Wilford Brimley', 'Keith David', 'Richard Masur']",109,Movie,None,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,"antarctica, isolation, body horror, paranoia, alien creature",1982,https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,None
tt3322312,Daredevil,8.6,https://www.imdb.com/title/tt3322312/,350425,"Action, Crime, Drama","['Charlie Cox', ""Vincent D'Onofrio"", 'Deborah Ann Woll', 'Elden Henson']",54,Series,None,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.","vigilante, blind man, marvel comics, ninja, lawyer",2015,https://m.media-amazon.com/images/M/MV5BODcwOTg2MDE3NF5BMl5BanBnXkFtZTgwNTUyNTY1NjM@.jpg,None
tt1677720,Ready Player One,7.5,https://www.imdb.com/title/tt1677720/,347853,"Action, Adventure, Sci-Fi","['Tye Sheridan', 'Olivia Cooke', 'Ben Mendelsohn', 'Lena Waithe']",140,Movie,None,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.","capitalism, tattooed trash, short skirt, slit skirt, based on novel",2018,https://m.media-amazon.com/images/M/MV5BY2JiYTNmZTctYTQ1OC00YjU4LWEwMjYtZjkwY2Y5MDI0OTU3XkEyXkFqcGdeQXVyNTI4MzE4MDU@.jpg,None
tt1190080,2012,5.8,https://www.imdb.com/title/tt1190080/,345251,"Action, Adventure, Sci-Fi","['John Cusack', 'Thandie Newton', 'Chiwetel Ejiofor', 'Amanda Peet']",158,Movie,https://www.netflix.com/browse?jbv=70108779,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,"apocalypse, earthquake, end of the world, elizabeth i character, juvenile bedwetting",2009,https://m.media-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@.jpg,None
tt1477834,Aquaman,7,https://www.imdb.com/title/tt1477834/,341422,"Action, Adventure, Fantasy","['Jason Momoa', 'Amber Heard', 'Willem Dafoe', 'Patrick Wilson']",143,Movie,None,"Arthur Curry (Jason Momoa), the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.","thug, tattoo, tattooed arm, tattooed trash, white trash",2018,https://m.media-amazon.com/images/M/MV5BOTk5ODg0OTU5M15BMl5BanBnXkFtZTgwMDQ3MDY3NjM@.jpg,None
tt0119094,Face/Off,7.3,https://www.imdb.com/title/tt0119094/,341260,"Action, Crime, Sci-Fi","['John Travolta', 'Nicolas Cage', 'Joan Allen', 'Alessandro Nivola']",138,Movie,None,"In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind, who murdered his only son. The plan turns sour when the criminal wakes up prematurely and seeks revenge.","face transplant, child murder, death of child, girl in panties, face ripped off",1997,https://m.media-amazon.com/images/M/MV5BYzFjNzIxMmEtMzY5NS00YTgzLTkwYWEtN2FjMmY0NmNkZWY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,None
tt1371111,Cloud Atlas,7.4,https://www.imdb.com/title/tt1371111/,338271,"Action, Drama, Mystery","['Tom Hanks', 'Halle Berry', 'Hugh Grant', 'Hugo Weaving']",172,Movie,None,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.","future, reincarnation, clone, nonlinear timeline, tribe",2012,https://m.media-amazon.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@.jpg,None
tt0438488,Terminator Salvation,6.5,https://www.imdb.com/title/tt0438488/,337332,"Action, Adventure, Sci-Fi","['Christian Bale', 'Sam Worthington', 'Anton Yelchin', 'Moon Bloodgood']",115,Movie,None,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?","skynet, machine, future, rescue, the terminator character",2009,https://m.media-amazon.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@.jpg,None
tt1355644,Passengers,7,https://www.imdb.com/title/tt1355644/,336791,"Drama, Romance, Sci-Fi","['Jennifer Lawrence', 'Chris Pratt', 'Michael Sheen', 'Laurence Fishburne']",116,Movie,None,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.","spacecraft, trapped in space, malfunction, asteroid, hibernation",2016,https://m.media-amazon.com/images/M/MV5BZjk4ZTMwMTYtOTk1NC00OTA0LWFhMGYtZTBjMzViMDY2YWZjXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,None
tt2527338,Star Wars: Episode IX - The Rise of Skywalker,6.7,https://www.imdb.com/title/tt2527338/,336683,"Action, Adventure, Fantasy","['Daisy Ridley', 'John Boyega', 'Oscar Isaac', 'Adam Driver']",142,Movie,None,"The surviving members of the resistance face the First Order once again, and the legendary conflict between the Jedi and the Sith reaches its peak bringing the Skywalker saga to its end.","evil, disney star wars, villain not really dead cliche, return of dead character, puffy cheeks",2019,https://m.media-amazon.com/images/M/MV5BMDljNTQ5ODItZmQwMy00M2ExLTljOTQtZTVjNGE2NTg0NGIxXkEyXkFqcGdeQXVyODkzNTgxMDg@.jpg,None
tt1270797,Venom,6.7,https://www.imdb.com/title/tt1270797/,335857,"Action, Adventure, Sci-Fi","['Tom Hardy', 'Michelle Williams', 'Riz Ahmed', 'Scott Haze']",112,Movie,None,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.","anti hero, superhero, marvel comics, one word title, sony spiderverse",2018,https://m.media-amazon.com/images/M/MV5BNzAwNzUzNjY4MV5BMl5BanBnXkFtZTgwMTQ5MzM0NjM@.jpg,None
tt0120912,Men in Black II,6.2,https://www.imdb.com/title/tt0120912/,334736,"Action, Adventure, Comedy","['Tommy Lee Jones', 'Will Smith', 'Rip Torn', 'Lara Flynn Boyle']",88,Movie,None,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.,"lingerie, michael jackson character, shorthaired woman, calzone, video conference",2002,https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2.jpg,None
tt1650062,Super 8,7,https://www.imdb.com/title/tt1650062/,332700,"Mystery, Sci-Fi, Thriller","['Elle Fanning', 'AJ Michalka', 'Kyle Chandler', 'Joel Courtney']",112,Movie,None,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.","small town, retro, train crash, ohio, shooting movie",2011,https://m.media-amazon.com/images/M/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@.jpg,None
tt0286106,Signs,6.7,https://www.imdb.com/title/tt0286106/,330062,"Drama, Mystery, Sci-Fi","['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin', 'Abigail Breslin']",106,Movie,None,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,"crop circle, extraterrestrial, crop, faith, farm",2002,https://m.media-amazon.com/images/M/MV5BNDUwMDUyMDAyNF5BMl5BanBnXkFtZTYwMDQ3NzM3.jpg,None
tt1409024,Men in Black 3,6.8,https://www.imdb.com/title/tt1409024/,327406,"Action, Adventure, Comedy","['Will Smith', 'Tommy Lee Jones', 'Josh Brolin', 'Jemaine Clement']",106,Movie,None,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,"escape from prison, neil armstrong character, alien, time travel, cape canaveral florida",2012,https://m.media-amazon.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@.jpg,None
tt1182345,Moon,7.9,https://www.imdb.com/title/tt1182345/,327402,"Drama, Mystery, Sci-Fi","['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott', 'Rosie Shaw']",97,Movie,None,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.","moon, solitude, memory, minimal cast, earth",2009,https://m.media-amazon.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@.jpg,None
tt4633694,Spider-Man: Into the Spider-Verse,8.4,https://www.imdb.com/title/tt4633694/,325435,"Animation, Action, Adventure","['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali']",117,Movie,None,"Teen Miles Morales becomes the Spider-Man of his reality, and must join with five counterparts from other dimensions to stop a threat for all realities.","teenage superhero, interdimensional travel, multiverse, marvel comics, wisecrack humor",2018,https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@.jpg,None
tt1104001,Tron,6.8,https://www.imdb.com/title/tt1104001/,307504,"Action, Adventure, Sci-Fi","['Jeff Bridges', 'Garrett Hedlund', 'Olivia Wilde', 'Bruce Boxleitner']",125,Movie,None,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,"cyberpunk, disappearance, neo 80s, electronic music score, pumps",2010,https://m.media-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@.jpg,None
tt0238380,Equilibrium,7.4,https://www.imdb.com/title/tt0238380/,306884,"Action, Drama, Sci-Fi","['Christian Bale', 'Sean Bean', 'Emily Watson', 'Taye Diggs']",107,Movie,None,"In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state.","dystopia, suppression of emotion, brainwashing, gun fu, law",2002,https://m.media-amazon.com/images/M/MV5BMTkzMzA1OTI3N15BMl5BanBnXkFtZTYwMzUyMDg5.jpg,None
tt0120667,Fantastic Four,5.7,https://www.imdb.com/title/tt0120667/,306502,"Action, Adventure, Fantasy","['Ioan Gruffudd', 'Michael Chiklis', 'Chris Evans', 'Jessica Alba']",106,Movie,None,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.","lingerie slip, fantastic four, masked man, flying, elasticity",2015,https://m.media-amazon.com/images/M/MV5BMTk0OTMyMDA0OF5BMl5BanBnXkFtZTgwMzY5NTkzNTE@.jpg,None
tt1706620,Snowpiercer,7.1,https://www.imdb.com/title/tt1706620/,298957,"Action, Drama, Sci-Fi","['Chris Evans', 'Jamie Bell', 'Tilda Swinton', 'Ed Harris']",126,Movie,https://www.netflix.com/browse?jbv=70270364,"In a future where a failed climate-change experiment has killed all life except for the lucky few who boarded the Snowpiercer, a train that travels around the globe, a new class system emerges.","train, perpetual winter, closed ecological system, population control, dystopia",2020,https://m.media-amazon.com/images/M/MV5BODAwYWEwMzctYzI3MS00ZTU5LThhYWMtMjQ2ZmY5NmU2NGE5XkEyXkFqcGdeQXVyMDA4NzMyOA@@.jpg,None
tt3107288,The Flash,7.7,https://www.imdb.com/title/tt3107288/,297740,"Action, Adventure, Drama","['Grant Gustin', 'Candice Patton', 'Danielle Panabaker', 'Carlos Valdes']",43,Series,https://www.netflix.com/browse?jbv=80027042,"After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the next Flash, fighting crime in Central City.","superhuman speed, dc arrowverse, superhero, dc comics, based on comic",2014,https://m.media-amazon.com/images/M/MV5BMjAwNTljOTgtYzk0NS00OGMzLTgzMDUtZDc2YjhjNzU3Yjg5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,None
tt6320628,Spider-Man: Far from Home,7.5,https://www.imdb.com/title/tt6320628/,296920,"Action, Adventure, Sci-Fi","['Tom Holland', 'Samuel L. Jackson', 'Jake Gyllenhaal', 'Marisa Tomei']",129,Movie,None,"Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.","vacation, school trip, superhero, sequel, marvel cinematic universe",2019,https://m.media-amazon.com/images/M/MV5BMGZlNTY1ZWUtYTMzNC00ZjUyLWE0MjQtMTMxN2E3ODYxMWVmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg,None
